name: eb4124ef-f069-46ee-8628-d4093f51cba9 num_items: 4121
token, class_id, token_value, token_tf, token_df
arguments, @default_class, 1.495805918239057e-05, 49.0, 31.0
дальнейший_рост, @default_class, 3.3579317459953018e-06, 11.0, 11.0
тизер, @default_class, 5.494797278515762e-06, 18.0, 13.0
негативно_сказываться, @default_class, 4.884264399152016e-06, 16.0, 14.0
ошибка, @default_class, 0.0008446724386885762, 2767.0, 975.0
objects, @default_class, 2.4726588890189305e-05, 81.0, 48.0
несомненный, @default_class, 4.884264399152016e-06, 16.0, 16.0
полтора, @default_class, 2.442132063151803e-05, 80.0, 69.0
обобщенный, @default_class, 9.768528798304033e-06, 32.0, 22.0
выразительный, @default_class, 5.8000637181976344e-06, 19.0, 17.0
слог, @default_class, 4.27373106504092e-06, 14.0, 10.0
are, @default_class, 5.036897709942423e-05, 165.0, 85.0
побочный, @default_class, 8.54746213008184e-06, 28.0, 23.0
минимально_возможный, @default_class, 5.8000637181976344e-06, 19.0, 17.0
хлам, @default_class, 5.189530838833889e-06, 17.0, 13.0
бомба, @default_class, 8.242195690399967e-06, 27.0, 22.0
осциллограф, @default_class, 8.54746213008184e-06, 28.0, 16.0
типовой, @default_class, 3.693725011544302e-05, 121.0, 88.0
data_science, @default_class, 4.5789979594701435e-06, 15.0, 14.0
нативный, @default_class, 6.471649976447225e-05, 212.0, 95.0
всякий_случай, @default_class, 4.365311178844422e-05, 143.0, 130.0
коммерческий_продукт, @default_class, 7.326396371354349e-06, 24.0, 19.0
joe, @default_class, 3.6631981856771745e-06, 12.0, 10.0
рынок, @default_class, 0.0005500902771018445, 1802.0, 726.0
letter, @default_class, 7.326396371354349e-06, 24.0, 16.0
ничто_необычный, @default_class, 3.968464625359047e-06, 13.0, 13.0
табличка, @default_class, 2.747398684732616e-05, 90.0, 63.0
микроскопический, @default_class, 4.5789979594701435e-06, 15.0, 14.0
снижать_стоимость, @default_class, 4.884264399152016e-06, 16.0, 15.0
маркировка, @default_class, 1.6789657820481807e-05, 55.0, 32.0
square, @default_class, 1.3431726983981207e-05, 44.0, 23.0
энди, @default_class, 5.189530838833889e-06, 17.0, 13.0
отрываться, @default_class, 6.410597052308731e-06, 21.0, 21.0
интеллект, @default_class, 3.785304943448864e-05, 124.0, 60.0
лидер_рынок, @default_class, 6.410597052308731e-06, 21.0, 20.0
миллион_человек, @default_class, 2.106338979501743e-05, 69.0, 51.0
оптоволокно, @default_class, 9.768528798304033e-06, 32.0, 18.0
играть, @default_class, 0.00024909747298806906, 816.0, 406.0
умело, @default_class, 4.5789979594701435e-06, 15.0, 14.0
процветать, @default_class, 4.5789979594701435e-06, 15.0, 15.0
новинка, @default_class, 5.311637505656108e-05, 174.0, 130.0
кое, @default_class, 3.0526650789397536e-06, 10.0, 10.0
улыбаться, @default_class, 1.6484391380799934e-05, 54.0, 43.0
возрождение, @default_class, 5.189530838833889e-06, 17.0, 16.0
соображение_безопасность, @default_class, 3.6631981856771745e-06, 12.0, 11.0
правление, @default_class, 6.410597052308731e-06, 21.0, 18.0
даташит, @default_class, 5.189530838833889e-06, 17.0, 10.0
stable, @default_class, 7.326396371354349e-06, 24.0, 15.0
скатываться, @default_class, 4.27373106504092e-06, 14.0, 12.0
repo, @default_class, 3.235824988223612e-05, 106.0, 39.0
абонентский, @default_class, 6.105330157879507e-06, 20.0, 15.0
каждый_итерация, @default_class, 1.4042259863344952e-05, 46.0, 27.0
литература, @default_class, 4.578997686621733e-05, 150.0, 113.0
демографический, @default_class, 5.494797278515762e-06, 18.0, 14.0
deepmind, @default_class, 1.9537057596608065e-05, 64.0, 19.0
maps, @default_class, 1.0989594557031523e-05, 36.0, 24.0
розыгрыш, @default_class, 7.631662811036222e-06, 25.0, 16.0
кремниевый_долина, @default_class, 1.3126460544299334e-05, 43.0, 31.0
подписывать_соглашение, @default_class, 4.884264399152016e-06, 16.0, 12.0
рута, @default_class, 3.3579317459953018e-06, 11.0, 10.0
рекурсивный, @default_class, 2.0452856915653683e-05, 67.0, 35.0
исчезновение, @default_class, 1.1600127436395269e-05, 38.0, 28.0
механизм_защита, @default_class, 8.242195690399967e-06, 27.0, 23.0
хороший, @default_class, 0.0012393820798024535, 4060.0, 1757.0
дома, @default_class, 6.441123696276918e-05, 211.0, 164.0
играбельный, @default_class, 3.968464625359047e-06, 13.0, 12.0
самодостаточный, @default_class, 7.021129931672476e-06, 23.0, 23.0
включать_умолчание, @default_class, 6.410597052308731e-06, 21.0, 21.0
воодушевлять, @default_class, 3.3579317459953018e-06, 11.0, 10.0
провед_нные, @default_class, 3.6631981856771745e-06, 12.0, 12.0
флот, @default_class, 7.631662811036222e-06, 25.0, 11.0
грузовой, @default_class, 6.410597052308731e-06, 21.0, 16.0
понестись, @default_class, 3.3579317459953018e-06, 11.0, 11.0
ведущий_специалист, @default_class, 5.494797278515762e-06, 18.0, 17.0
переносный, @default_class, 3.0526650789397536e-06, 10.0, 10.0
световой, @default_class, 1.6484391380799934e-05, 54.0, 44.0
разрешение_экран, @default_class, 1.0073795237985905e-05, 33.0, 20.0
соучредитель, @default_class, 4.27373106504092e-06, 14.0, 10.0
популярно, @default_class, 6.105330157879507e-06, 20.0, 18.0
обрекать, @default_class, 3.968464625359047e-06, 13.0, 13.0
финансовый_директор, @default_class, 4.5789979594701435e-06, 15.0, 11.0
multiple, @default_class, 8.54746213008184e-06, 28.0, 22.0
повлечь, @default_class, 7.021129931672476e-06, 23.0, 20.0
ежедневный, @default_class, 3.9684648072579876e-05, 130.0, 111.0
шанс_успех, @default_class, 3.6631981856771745e-06, 12.0, 12.0
vds, @default_class, 1.9842324036289938e-05, 65.0, 22.0
семья, @default_class, 6.593756552319974e-05, 216.0, 142.0
портировать, @default_class, 2.0758123355335556e-05, 68.0, 42.0
gpl, @default_class, 6.410597052308731e-06, 21.0, 11.0
initial, @default_class, 2.0452856915653683e-05, 67.0, 33.0
показывать, @default_class, 0.0009283155086450279, 3041.0, 1592.0
содержимый, @default_class, 1.5568592061754316e-05, 51.0, 46.0
итерация_цикл, @default_class, 1.1294860996713396e-05, 37.0, 15.0
географический, @default_class, 1.0379061677667778e-05, 34.0, 33.0
достаточно_большой, @default_class, 3.296878276159987e-05, 108.0, 99.0
риск, @default_class, 0.00018102304602507502, 593.0, 302.0
торговать, @default_class, 8.54746213008184e-06, 28.0, 25.0
стекать, @default_class, 7.631662811036222e-06, 25.0, 19.0
хардкорный, @default_class, 1.0989594557031523e-05, 36.0, 30.0
интерес_представлять, @default_class, 6.105330157879507e-06, 20.0, 18.0
земной, @default_class, 2.5031855329871178e-05, 82.0, 50.0
заботить, @default_class, 3.3579317459953018e-06, 11.0, 11.0
assembly, @default_class, 1.2515927664935589e-05, 41.0, 26.0
generation, @default_class, 4.884264399152016e-06, 16.0, 14.0
css_css, @default_class, 3.6631981856771745e-06, 12.0, 11.0
резидент, @default_class, 9.46326235862216e-06, 31.0, 19.0
осложнение, @default_class, 1.1600127436395269e-05, 38.0, 15.0
одобрять, @default_class, 2.106338979501743e-05, 69.0, 61.0
расстояние_метр, @default_class, 7.631662811036222e-06, 25.0, 21.0
двукратный, @default_class, 4.27373106504092e-06, 14.0, 14.0
тупо, @default_class, 1.3126460544299334e-05, 43.0, 39.0
априори, @default_class, 4.27373106504092e-06, 14.0, 14.0
особый_труд, @default_class, 3.968464625359047e-06, 13.0, 13.0
рынок_труд, @default_class, 8.54746213008184e-06, 28.0, 18.0
сопло, @default_class, 1.4042259863344952e-05, 46.0, 17.0
заострять_внимание, @default_class, 4.5789979594701435e-06, 15.0, 15.0
упроща_нный, @default_class, 4.5789979594701435e-06, 15.0, 12.0
become, @default_class, 4.884264399152016e-06, 16.0, 11.0
слот, @default_class, 4.884264126303606e-05, 160.0, 63.0
наиболее_эффективный, @default_class, 9.768528798304033e-06, 32.0, 29.0
константный, @default_class, 6.105330157879507e-06, 20.0, 16.0
dirty, @default_class, 3.968464625359047e-06, 13.0, 12.0
печение, @default_class, 3.968464625359047e-06, 13.0, 10.0
диспетчеризация, @default_class, 5.189530838833889e-06, 17.0, 12.0
return_null, @default_class, 1.3431726983981207e-05, 44.0, 28.0
made, @default_class, 5.189530838833889e-06, 17.0, 14.0
накручивать, @default_class, 4.884264399152016e-06, 16.0, 14.0
минута_час, @default_class, 5.8000637181976344e-06, 19.0, 18.0
игровой_приставка, @default_class, 9.46326235862216e-06, 31.0, 20.0
слева_справа, @default_class, 7.021129931672476e-06, 23.0, 20.0
построение_график, @default_class, 5.494797278515762e-06, 18.0, 12.0
бывший_сотрудник, @default_class, 1.068432811734965e-05, 35.0, 19.0
технологический_процесс, @default_class, 8.852729479258414e-06, 29.0, 27.0
выращивание, @default_class, 5.494797278515762e-06, 18.0, 15.0
market, @default_class, 5.8000637181976344e-06, 19.0, 17.0
базовый_принцип, @default_class, 8.852729479258414e-06, 29.0, 26.0
хотеться, @default_class, 0.0002973295922856778, 974.0, 664.0
текстурный, @default_class, 7.326396371354349e-06, 24.0, 11.0
electronic, @default_class, 6.105330157879507e-06, 20.0, 15.0
некоторые_считать, @default_class, 3.3579317459953018e-06, 11.0, 11.0
viewer, @default_class, 5.189530838833889e-06, 17.0, 12.0
разработка, @default_class, 0.001104759518057108, 3619.0, 1375.0
выступать_роль, @default_class, 1.1294860996713396e-05, 37.0, 34.0
крупный_мировой, @default_class, 6.410597052308731e-06, 21.0, 12.0
linux_kernel, @default_class, 1.0073795237985905e-05, 33.0, 18.0
показательный, @default_class, 7.631662811036222e-06, 25.0, 22.0
телевидение, @default_class, 1.8315991837880574e-05, 60.0, 39.0
зарезервировать, @default_class, 1.068432811734965e-05, 35.0, 31.0
репорт, @default_class, 8.242195690399967e-06, 27.0, 18.0
перенимать, @default_class, 6.7158634919906035e-06, 22.0, 21.0
упускать_возможность, @default_class, 3.3579317459953018e-06, 11.0, 11.0
электроснабжение, @default_class, 5.494797278515762e-06, 18.0, 14.0
опробовать, @default_class, 2.9000319045735523e-05, 95.0, 93.0
удалой, @default_class, 4.27373106504092e-06, 14.0, 13.0
chan, @default_class, 1.1905393876077142e-05, 39.0, 12.0
hidden, @default_class, 2.13686562346993e-05, 70.0, 32.0
десятилетие, @default_class, 3.7547782994806767e-05, 123.0, 99.0
эксплойт, @default_class, 2.2894988433108665e-05, 75.0, 28.0
sbin, @default_class, 1.3126460544299334e-05, 43.0, 15.0
изображение, @default_class, 0.0004881211498286575, 1599.0, 492.0
пара_десяток, @default_class, 1.0379061677667778e-05, 34.0, 33.0
sqlite, @default_class, 1.770545895851683e-05, 58.0, 32.0
полгода_назад, @default_class, 3.6631981856771745e-06, 12.0, 12.0
внимание_уделяться, @default_class, 7.936929250718094e-06, 26.0, 24.0
неясно, @default_class, 6.410597052308731e-06, 21.0, 21.0
вымысел, @default_class, 4.27373106504092e-06, 14.0, 10.0
optimization, @default_class, 1.0379061677667778e-05, 34.0, 19.0
связанность, @default_class, 9.157995918940287e-06, 30.0, 15.0
тепловыделение, @default_class, 4.884264399152016e-06, 16.0, 11.0
лак, @default_class, 6.410597052308731e-06, 21.0, 11.0
информационный_поток, @default_class, 7.631662811036222e-06, 25.0, 18.0
дальнейший_план, @default_class, 4.884264399152016e-06, 16.0, 15.0
изюминка, @default_class, 3.968464625359047e-06, 13.0, 13.0
перманентный, @default_class, 5.494797278515762e-06, 18.0, 16.0
command, @default_class, 7.662189455004409e-05, 251.0, 102.0
поднятие, @default_class, 1.0989594557031523e-05, 36.0, 30.0
новостной, @default_class, 1.3126460544299334e-05, 43.0, 38.0
vagrant, @default_class, 7.936929250718094e-06, 26.0, 12.0
награждать, @default_class, 7.936929250718094e-06, 26.0, 21.0
please, @default_class, 2.106338979501743e-05, 69.0, 49.0
эдакий, @default_class, 8.54746213008184e-06, 28.0, 22.0
yum, @default_class, 6.410597052308731e-06, 21.0, 12.0
factory, @default_class, 1.8621258277562447e-05, 61.0, 27.0
puppet, @default_class, 3.541091791703366e-05, 116.0, 18.0
ansible, @default_class, 4.3958378228126094e-05, 144.0, 17.0
карман, @default_class, 4.27373124693986e-05, 140.0, 105.0
профессор, @default_class, 5.8916437410516664e-05, 193.0, 109.0
главный_причина, @default_class, 1.0073795237985905e-05, 33.0, 31.0
выкатывать, @default_class, 4.27373106504092e-06, 14.0, 14.0
поесть, @default_class, 3.968464625359047e-06, 13.0, 12.0
заготавливать, @default_class, 4.884264399152016e-06, 16.0, 14.0
увеличиваться_количество, @default_class, 7.936929250718094e-06, 26.0, 23.0
parallels, @default_class, 1.617912494111806e-05, 53.0, 14.0
опытный_образец, @default_class, 3.968464625359047e-06, 13.0, 11.0
июнь, @default_class, 1.8621258277562447e-05, 61.0, 45.0
var_cache, @default_class, 7.936929250718094e-06, 26.0, 12.0
миллиметр, @default_class, 1.5263325622072443e-05, 50.0, 35.0
сверяться, @default_class, 1.0073795237985905e-05, 33.0, 28.0
десять_год, @default_class, 2.8084519726689905e-05, 92.0, 77.0
срез, @default_class, 2.2894988433108665e-05, 75.0, 38.0
навязчивый, @default_class, 5.8000637181976344e-06, 19.0, 18.0
подвисать, @default_class, 3.3579317459953018e-06, 11.0, 10.0
приносить_деньги, @default_class, 4.884264399152016e-06, 16.0, 12.0
scan, @default_class, 2.747398684732616e-05, 90.0, 28.0
офисный, @default_class, 3.1442450563190505e-05, 103.0, 81.0
распад, @default_class, 5.8000637181976344e-06, 19.0, 15.0
рекорд, @default_class, 3.174771700287238e-05, 104.0, 59.0
ибп, @default_class, 4.670577618526295e-05, 153.0, 21.0
полюбить, @default_class, 6.105330157879507e-06, 20.0, 17.0
answer, @default_class, 2.7168720407644287e-05, 89.0, 26.0
закладываться, @default_class, 5.494797278515762e-06, 18.0, 17.0
соревновательный, @default_class, 5.494797278515762e-06, 18.0, 14.0
newline, @default_class, 8.242195690399967e-06, 27.0, 11.0
устраняться, @default_class, 6.7158634919906035e-06, 22.0, 19.0
детище, @default_class, 8.852729479258414e-06, 29.0, 25.0
владислав, @default_class, 3.6631981856771745e-06, 12.0, 10.0
введение, @default_class, 9.249575668945909e-05, 303.0, 238.0
расходоваться, @default_class, 6.105330157879507e-06, 20.0, 18.0
городить, @default_class, 6.7158634919906035e-06, 22.0, 21.0
soap, @default_class, 1.0379061677667778e-05, 34.0, 12.0
russian, @default_class, 1.2821194104617462e-05, 42.0, 26.0
баг_репорт, @default_class, 3.3579317459953018e-06, 11.0, 11.0
цуп, @default_class, 3.3579317459953018e-06, 11.0, 10.0
laptop, @default_class, 4.884264399152016e-06, 16.0, 11.0
экспонат, @default_class, 4.27373106504092e-06, 14.0, 12.0
договор_нность, @default_class, 3.3579317459953018e-06, 11.0, 10.0
прод, @default_class, 1.373699342366308e-05, 45.0, 38.0
отработка, @default_class, 1.068432811734965e-05, 35.0, 26.0
брендовый, @default_class, 3.968464625359047e-06, 13.0, 12.0
реверс, @default_class, 9.768528798304033e-06, 32.0, 16.0
заоблачный, @default_class, 5.494797278515762e-06, 18.0, 18.0
окно_браузер, @default_class, 5.8000637181976344e-06, 19.0, 17.0
association, @default_class, 1.709492426016368e-05, 56.0, 19.0
косвенный, @default_class, 9.46326235862216e-06, 31.0, 29.0
потребитель, @default_class, 0.00013034880976192653, 427.0, 186.0
вредоносный_код, @default_class, 1.3126460544299334e-05, 43.0, 23.0
невинный, @default_class, 3.3579317459953018e-06, 11.0, 10.0
посещать_сайт, @default_class, 5.189530838833889e-06, 17.0, 15.0
iframe, @default_class, 1.6484391380799934e-05, 54.0, 22.0
guest, @default_class, 1.4347526303026825e-05, 47.0, 18.0
пуша, @default_class, 5.189530838833889e-06, 17.0, 10.0
синий_цвет, @default_class, 8.242195690399967e-06, 27.0, 20.0
вылезать, @default_class, 1.2210660315759014e-05, 40.0, 38.0
широкий_публика, @default_class, 4.884264399152016e-06, 16.0, 16.0
обвинение, @default_class, 1.373699342366308e-05, 45.0, 30.0
домен, @default_class, 0.00020849703287240118, 683.0, 175.0
нейронный_сеть, @default_class, 9.432735532755032e-05, 309.0, 96.0
net_core, @default_class, 3.5105651477351785e-05, 115.0, 25.0
наворот, @default_class, 3.968464625359047e-06, 13.0, 12.0
отредактировать_файл, @default_class, 4.27373106504092e-06, 14.0, 13.0
дарья, @default_class, 6.105330157879507e-06, 20.0, 12.0
ноль_единица, @default_class, 5.189530838833889e-06, 17.0, 17.0
проактивный, @default_class, 6.7158634919906035e-06, 22.0, 18.0
струя, @default_class, 7.021129931672476e-06, 23.0, 17.0
chef, @default_class, 1.3431726983981207e-05, 44.0, 12.0
привязанность, @default_class, 4.5789979594701435e-06, 15.0, 11.0
декабрь, @default_class, 9.554842108627781e-05, 313.0, 213.0
автоматизация_тестирование, @default_class, 5.8000637181976344e-06, 19.0, 15.0
расходование, @default_class, 3.0526650789397536e-06, 10.0, 10.0
успешный_завершение, @default_class, 4.27373106504092e-06, 14.0, 12.0
кеш_память, @default_class, 9.157995918940287e-06, 30.0, 17.0
строительный_блок, @default_class, 4.27373106504092e-06, 14.0, 14.0
бесперебойный_работа, @default_class, 6.7158634919906035e-06, 22.0, 19.0
гелий, @default_class, 2.014759047597181e-05, 66.0, 27.0
рабочий_нагрузка, @default_class, 1.0379061677667778e-05, 34.0, 20.0
позволять_осуществлять, @default_class, 9.157995918940287e-06, 30.0, 29.0
сочетаться, @default_class, 1.4347526303026825e-05, 47.0, 44.0
стоимость_владение, @default_class, 3.968464625359047e-06, 13.0, 12.0
ньютон, @default_class, 9.157995918940287e-06, 30.0, 15.0
конфиденциальный, @default_class, 6.7158634919906035e-06, 22.0, 16.0
альтернативный_решение, @default_class, 7.021129931672476e-06, 23.0, 23.0
внесение_изменение, @default_class, 1.7400190699845552e-05, 57.0, 46.0
бер, @default_class, 4.701104262494482e-05, 154.0, 111.0
полнофункциональный, @default_class, 4.884264399152016e-06, 16.0, 15.0
получение_прибыль, @default_class, 5.189530838833889e-06, 17.0, 14.0
конец_ноябрь, @default_class, 9.157995918940287e-06, 30.0, 30.0
синтетический_тест, @default_class, 4.5789979594701435e-06, 15.0, 11.0
laboratory, @default_class, 4.27373106504092e-06, 14.0, 11.0
массачусетский_технологический, @default_class, 1.068432811734965e-05, 35.0, 30.0
революция, @default_class, 2.014759047597181e-05, 66.0, 59.0
close, @default_class, 6.166383536765352e-05, 202.0, 81.0
sam, @default_class, 7.936929250718094e-06, 26.0, 16.0
выкладка, @default_class, 1.2210660315759014e-05, 40.0, 33.0
страна_снг, @default_class, 4.27373106504092e-06, 14.0, 13.0
вентиляция, @default_class, 7.326396371354349e-06, 24.0, 15.0
пробиваться, @default_class, 7.936929250718094e-06, 26.0, 22.0
малоизвестный, @default_class, 5.494797278515762e-06, 18.0, 16.0
чертовски, @default_class, 5.494797278515762e-06, 18.0, 18.0
популяция, @default_class, 3.083191768382676e-05, 101.0, 26.0
ной, @default_class, 5.494797278515762e-06, 18.0, 14.0
рой, @default_class, 5.8000637181976344e-06, 19.0, 12.0
вполне_нормальный, @default_class, 3.0526650789397536e-06, 10.0, 10.0
xss, @default_class, 1.495805918239057e-05, 49.0, 15.0
транспортировка, @default_class, 9.157995918940287e-06, 30.0, 26.0
диапазон_температура, @default_class, 7.021129931672476e-06, 23.0, 14.0
танк, @default_class, 1.0073795237985905e-05, 33.0, 20.0
искривляться, @default_class, 3.3579317459953018e-06, 11.0, 10.0
лингвистика, @default_class, 5.189530838833889e-06, 17.0, 14.0
удалять_лишний, @default_class, 3.0526650789397536e-06, 10.0, 10.0
траффик, @default_class, 1.068432811734965e-05, 35.0, 23.0
многоразовый, @default_class, 4.27373106504092e-06, 14.0, 11.0
комикс, @default_class, 1.373699342366308e-05, 45.0, 21.0
gps_глонасс, @default_class, 1.617912494111806e-05, 53.0, 13.0
указанный_адрес, @default_class, 3.3579317459953018e-06, 11.0, 10.0
проигрывание, @default_class, 9.157995918940287e-06, 30.0, 22.0
наплыв, @default_class, 5.189530838833889e-06, 17.0, 16.0
var_lib, @default_class, 3.449511496000923e-05, 113.0, 24.0
стучать, @default_class, 4.5789979594701435e-06, 15.0, 15.0
llvm, @default_class, 1.1294860996713396e-05, 37.0, 20.0
серьезно, @default_class, 4.0905713831307366e-05, 134.0, 120.0
начальный_точка, @default_class, 6.105330157879507e-06, 20.0, 14.0
формализовать, @default_class, 1.0073795237985905e-05, 33.0, 28.0
оцифровка, @default_class, 4.27373106504092e-06, 14.0, 11.0
трамп, @default_class, 1.1905393876077142e-05, 39.0, 13.0
активист, @default_class, 5.189530838833889e-06, 17.0, 13.0
пользоваться_популярность, @default_class, 4.27373106504092e-06, 14.0, 13.0
легенда, @default_class, 1.892652471724432e-05, 62.0, 48.0
ношение, @default_class, 3.0526650789397536e-06, 10.0, 10.0
мозговой_штурм, @default_class, 4.884264399152016e-06, 16.0, 14.0
подавать_вход, @default_class, 5.494797278515762e-06, 18.0, 14.0
концерн, @default_class, 3.3579317459953018e-06, 11.0, 10.0
футбол, @default_class, 7.936929250718094e-06, 26.0, 20.0
индивидуальный_предприниматель, @default_class, 9.157995918940287e-06, 30.0, 16.0
яма, @default_class, 6.105330157879507e-06, 20.0, 18.0
дош, @default_class, 3.6631981856771745e-06, 12.0, 12.0
втыкать, @default_class, 1.1905393876077142e-05, 39.0, 32.0
тные, @default_class, 5.189530838833889e-06, 17.0, 13.0
проходной, @default_class, 3.6631981856771745e-06, 12.0, 10.0
свой_вклад, @default_class, 9.768528798304033e-06, 32.0, 31.0
любимая, @default_class, 3.0526650789397536e-06, 10.0, 10.0
standalone, @default_class, 5.189530838833889e-06, 17.0, 14.0
чатбот, @default_class, 5.189530838833889e-06, 17.0, 13.0
xml_файл, @default_class, 1.6484391380799934e-05, 54.0, 31.0
шоссе, @default_class, 3.6631981856771745e-06, 12.0, 11.0
воплощение, @default_class, 1.2821194104617462e-05, 42.0, 39.0
марс, @default_class, 8.852728933561593e-05, 290.0, 65.0
корреляция, @default_class, 1.2515927664935589e-05, 41.0, 31.0
замер, @default_class, 1.5568592061754316e-05, 51.0, 32.0
обучать_онлайн, @default_class, 4.27373106504092e-06, 14.0, 14.0
сенсорный_панель, @default_class, 5.189530838833889e-06, 17.0, 11.0
разряжать, @default_class, 5.8000637181976344e-06, 19.0, 17.0
прирост, @default_class, 2.350552131247241e-05, 77.0, 49.0
углубленный, @default_class, 5.189530838833889e-06, 17.0, 13.0
невысокий, @default_class, 1.2515927664935589e-05, 41.0, 36.0
медный, @default_class, 1.4347526303026825e-05, 47.0, 31.0
промежуточный_результат, @default_class, 5.8000637181976344e-06, 19.0, 12.0
танцевать, @default_class, 3.3579317459953018e-06, 11.0, 10.0
внешне, @default_class, 2.1673922674381174e-05, 71.0, 59.0
вещь, @default_class, 0.0003815831441897899, 1250.0, 694.0
validation, @default_class, 1.2210660315759014e-05, 40.0, 16.0
cell, @default_class, 1.770545895851683e-05, 58.0, 27.0
промежуточный, @default_class, 5.922170385019854e-05, 194.0, 150.0
вино, @default_class, 9.157995918940287e-06, 30.0, 24.0
скачать_ссылка, @default_class, 4.5789979594701435e-06, 15.0, 14.0
задача_классификация, @default_class, 6.410597052308731e-06, 21.0, 12.0
activity, @default_class, 4.4263644667807966e-05, 145.0, 30.0
неполадка, @default_class, 6.410597052308731e-06, 21.0, 18.0
сильно_ограничивать, @default_class, 7.021129931672476e-06, 23.0, 23.0
интересно_узнавать, @default_class, 8.242195690399967e-06, 27.0, 26.0
содержание, @default_class, 8.913782221497968e-05, 292.0, 203.0
скрипеть, @default_class, 3.3579317459953018e-06, 11.0, 11.0
начн_тся, @default_class, 5.494797278515762e-06, 18.0, 18.0
свой_очередь, @default_class, 0.00011691707913996652, 383.0, 314.0
полдень, @default_class, 6.7158634919906035e-06, 22.0, 20.0
замыкание, @default_class, 1.892652471724432e-05, 62.0, 35.0
промышленность, @default_class, 2.7168720407644287e-05, 89.0, 63.0
исправление_ошибка, @default_class, 1.1294860996713396e-05, 37.0, 33.0
java_net, @default_class, 4.884264399152016e-06, 16.0, 12.0
стресс, @default_class, 3.205298344255425e-05, 105.0, 63.0
атмосфера, @default_class, 7.509556598961353e-05, 246.0, 145.0
permission, @default_class, 1.0379061677667778e-05, 34.0, 10.0
графический_интерфейс, @default_class, 1.770545895851683e-05, 58.0, 40.0
команда_sudo, @default_class, 7.936929250718094e-06, 26.0, 13.0
джеймс, @default_class, 1.5568592061754316e-05, 51.0, 38.0
наливать, @default_class, 5.494797278515762e-06, 18.0, 15.0
младший_модель, @default_class, 8.852729479258414e-06, 29.0, 18.0
главный_отличие, @default_class, 9.157995918940287e-06, 30.0, 28.0
функциональный_язык, @default_class, 7.326396371354349e-06, 24.0, 19.0
технический_долг, @default_class, 9.46326235862216e-06, 31.0, 16.0
const_int, @default_class, 1.6484391380799934e-05, 54.0, 21.0
документ, @default_class, 0.0003861621371470392, 1265.0, 445.0
клик, @default_class, 3.907411519321613e-05, 128.0, 100.0
отписываться, @default_class, 6.7158634919906035e-06, 22.0, 18.0
русский_язык, @default_class, 4.60952433058992e-05, 151.0, 111.0
sudo_etc, @default_class, 4.5789979594701435e-06, 15.0, 12.0
development, @default_class, 4.365311178844422e-05, 143.0, 80.0
толком, @default_class, 1.1294860996713396e-05, 37.0, 34.0
поцарапать, @default_class, 3.0526650789397536e-06, 10.0, 10.0
отдавать_нные, @default_class, 3.968464625359047e-06, 13.0, 12.0
постройка, @default_class, 1.4347526303026825e-05, 47.0, 39.0
диабет, @default_class, 5.494797278515762e-06, 18.0, 16.0
потенциальный_покупатель, @default_class, 8.54746213008184e-06, 28.0, 26.0
искушение, @default_class, 5.8000637181976344e-06, 19.0, 16.0
прямой_смысл, @default_class, 4.27373106504092e-06, 14.0, 14.0
энергетический_инфраструктура, @default_class, 5.494797278515762e-06, 18.0, 11.0
съемный, @default_class, 7.326396371354349e-06, 24.0, 16.0
скопировать, @default_class, 7.265343447215855e-05, 238.0, 177.0
успокаиваться, @default_class, 1.0379061677667778e-05, 34.0, 32.0
труднодоступный, @default_class, 3.3579317459953018e-06, 11.0, 10.0
равномерный, @default_class, 1.3126460544299334e-05, 43.0, 37.0
вносить_правка, @default_class, 6.105330157879507e-06, 20.0, 19.0
пол_возраст, @default_class, 5.8000637181976344e-06, 19.0, 17.0
энергоснабжение, @default_class, 6.7158634919906035e-06, 22.0, 15.0
вертолы, @default_class, 4.27373106504092e-06, 14.0, 10.0
readonly, @default_class, 1.3126460544299334e-05, 43.0, 27.0
веб_сервис, @default_class, 2.5031855329871178e-05, 82.0, 42.0
уместный, @default_class, 1.0379061677667778e-05, 34.0, 31.0
порекомендовать, @default_class, 1.4347526303026825e-05, 47.0, 38.0
демка, @default_class, 2.0452856915653683e-05, 67.0, 38.0
role, @default_class, 4.1821513150352985e-05, 137.0, 26.0
вынужденный, @default_class, 2.228445555374492e-05, 73.0, 64.0
специфичный, @default_class, 3.7242516555124894e-05, 122.0, 102.0
процессорный_ядро, @default_class, 9.768528798304033e-06, 32.0, 12.0
гордый, @default_class, 4.5789979594701435e-06, 15.0, 15.0
песок, @default_class, 9.157995918940287e-06, 30.0, 28.0
числиться, @default_class, 6.410597052308731e-06, 21.0, 19.0
вовлечение, @default_class, 8.852729479258414e-06, 29.0, 24.0
вебинар, @default_class, 1.709492426016368e-05, 56.0, 26.0
дайджест_доступный, @default_class, 3.3579317459953018e-06, 11.0, 11.0
размер_метр, @default_class, 4.884264399152016e-06, 16.0, 12.0
доменный_зона, @default_class, 8.852729479258414e-06, 29.0, 10.0
программа_лояльность, @default_class, 1.1600127436395269e-05, 38.0, 14.0
аляска, @default_class, 3.3579317459953018e-06, 11.0, 11.0
венчурный_фонд, @default_class, 6.410597052308731e-06, 21.0, 15.0
picture, @default_class, 5.494797278515762e-06, 18.0, 14.0
defined, @default_class, 1.2210660315759014e-05, 40.0, 21.0
